country,genre,survey_score,kf_score,survey_source,youtube_views,youtube_matched_videos,youtube_error,youtube_source,trends_interest,trends_source,kf_count,kf_source,export_usd,customs_source,survey_norm,youtube_norm,trends_norm,L2_norm,wa,wb,wg,L3_norm,L1_norm,dsi,genre_weight,weighted_dsi
CN,kbeauty,73,60,sample_baseline,0,0,http_400,youtube_api_error,12.0,trends_api,33,kf_api,0.0,customs_api,100.0,0.0,33.33333333333333,12.903225806451612,0.4,0.6,0.0,40.0,50.0,36.87096774193549,0.2165,7.982564516129033
CN,kfashion,53,60,sample_baseline,0,0,http_400,youtube_api_error,27.0,trends_api,33,kf_api,0.0,customs_api,100.0,50.0,100.0,12.903225806451612,0.4,0.6,0.0,70.0,50.0,42.87096774193549,0.1401,6.006222580645162
CN,ktourism,42,60,sample_baseline,0,0,http_400,youtube_api_error,3.0,trends_api,33,kf_api,300000.0,sample_kto,63.63636363636363,50.0,60.0,12.903225806451612,0.4,0.6,0.0,55.45454545454545,100.0,64.96187683284457,0.056,3.637865102639296
JP,kpop,69,72,sample_baseline,6614114,34,,youtube_api,7.0,trends_api,45,kf_api,,,47.22222222222222,2.4626879053591124,5.0,12.5,0.4,0.35,0.25,21.00082965576458,,15.900331862305832,0.1228,1.9525607526911561
JP,kvideo,56,72,sample_baseline,311177,1,,youtube_api,2.0,trends_api,45,kf_api,,,55.55555555555556,26.863119183687562,4.166666666666666,51.61290322580645,0.4,0.35,0.25,32.665980603179534,,44.034134176755686,0.1287,5.667193068548457
JP,kgame,58,72,sample_baseline,184440,1,,youtube_api,13.0,trends_api,45,kf_api,,,40.0,6.150821176646355,15.517241379310345,51.61290322580645,0.4,0.35,0.25,22.032097756653812,,39.78058103814539,0.1067,4.244587996770114
JP,kwebtoon,54,72,sample_baseline,59184,1,,youtube_api,2.0,trends_api,45,kf_api,,,46.15384615384615,100.0,0.0,51.61290322580645,0.4,0.35,0.25,53.46153846153847,,52.35235732009926,0.0615,3.2196699751861044
JP,kfood,51,72,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,45,kf_api,0.0,customs_api,77.77777777777779,0.0,5.263157894736842,51.61290322580645,0.4,0.35,0.25,32.42690058479533,50.0,46.969251084701,0.1677,7.876743406904357
JP,kbeauty,59,72,sample_baseline,0,0,search_http_429,youtube_api,6.0,trends_api,45,kf_api,0.0,customs_api,62.16216216216216,0.0,13.333333333333334,51.61290322580645,0.4,0.35,0.25,28.1981981981982,50.0,46.123510607381576,0.2165,9.985740046498112
JP,kfashion,42,72,sample_baseline,0,0,search_http_429,youtube_api,14.0,trends_api,45,kf_api,0.0,customs_api,59.25925925925925,50.0,45.83333333333333,51.61290322580645,0.4,0.35,0.25,52.66203703703704,50.0,51.01627837514934,0.1401,7.147380600358423
JP,ktourism,50,72,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,45,kf_api,250000.0,sample_kto,100.0,50.0,100.0,51.61290322580645,0.4,0.35,0.25,82.5,83.05084745762711,73.50929469655549,0.056,4.1165205030071075
VN,kpop,83,64,sample_baseline,44416321,60,,youtube_api,8.0,trends_api,55,kf_api,,,86.11111111111111,16.537897067883613,7.5,100.0,0.4,0.35,0.25,42.107708418203714,,76.84308336728148,0.1228,9.436330637502166
VN,kvideo,72,64,sample_baseline,0,0,search_http_429,youtube_api,3.0,trends_api,55,kf_api,,,100.0,0.0,8.333333333333332,83.87096774193549,0.4,0.35,0.25,42.083333333333336,,67.15591397849462,0.1287,8.642966129032258
VN,kgame,70,64,sample_baseline,2998624,5,,youtube_api,15.0,trends_api,55,kf_api,,,100.0,100.0,18.96551724137931,83.87096774193549,0.4,0.35,0.25,79.74137931034483,,82.21913236929922,0.1067,8.772781423804227
VN,kwebtoon,68,64,sample_baseline,0,0,search_http_429,youtube_api,8.0,trends_api,55,kf_api,,,100.0,0.0,26.08695652173913,83.87096774193549,0.4,0.35,0.25,46.52173913043478,,68.9312762973352,0.0615,4.239273492286115
VN,kfood,57,64,sample_baseline,903995,1,,youtube_api,4.0,trends_api,55,kf_api,0.0,customs_api,100.0,32.41164014562372,15.789473684210526,83.87096774193549,0.4,0.35,0.25,55.29144247202093,50.0,61.21957881698483,0.1677,10.266523367608356
VN,kbeauty,67,64,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,55,kf_api,0.0,customs_api,83.78378378378379,0.0,6.666666666666667,83.87096774193549,0.4,0.35,0.25,35.18018018018018,50.0,57.19732635861668,0.2165,12.383221156640511
VN,kfashion,48,64,sample_baseline,0,0,search_http_429,youtube_api,13.0,trends_api,55,kf_api,0.0,customs_api,81.48148148148148,50.0,41.66666666666667,83.87096774193549,0.4,0.35,0.25,60.50925925925927,50.0,62.263142174432495,0.1401,8.723066218637992
VN,ktourism,47,64,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,55,kf_api,50000.0,sample_kto,86.36363636363636,50.0,40.0,83.87096774193549,0.4,0.35,0.25,62.04545454545455,15.254237288135593,45.197499875739354,0.056,2.5310599930414037
TH,kpop,88,65,sample_baseline,15422593,54,,youtube_api,5.0,trends_api,52,kf_api,,,100.0,5.742421925351772,0.0,0.0,0.4,0.35,0.25,42.00984767387312,,16.803939069549248,0.1228,2.063523717740648
TH,kvideo,72,65,sample_baseline,32985,3,,youtube_api,4.0,trends_api,52,kf_api,,,100.0,2.8475111794057217,12.5,74.19354838709677,0.4,0.35,0.25,44.121628912792005,,62.16478059737486,0.1287,8.000607262882145
TH,kgame,66,65,sample_baseline,202739,4,,youtube_api,10.0,trends_api,52,kf_api,,,80.0,6.7610677430714885,10.344827586206897,74.19354838709677,0.4,0.35,0.25,36.952580606626746,,59.29716127490876,0.1067,6.327007108032765
TH,kwebtoon,64,65,sample_baseline,0,0,search_http_429,youtube_api,25.0,trends_api,52,kf_api,,,84.61538461538461,0.0,100.0,74.19354838709677,0.4,0.35,0.25,58.84615384615385,,68.0545905707196,0.0615,4.185357320099255
TH,kfood,48,65,sample_baseline,108913,4,,youtube_api,2.0,trends_api,52,kf_api,0.0,customs_api,66.66666666666666,3.9049430175834123,5.263157894736842,74.19354838709677,0.4,0.35,0.25,29.349186196505066,50.0,53.12790175543004,0.1677,8.909549124385617
TH,kbeauty,62,65,sample_baseline,82978,1,,youtube_api,5.0,trends_api,52,kf_api,0.0,customs_api,70.27027027027027,10.41883521696385,10.0,74.19354838709677,0.4,0.35,0.25,34.25470043404546,50.0,54.109004602938114,0.2165,11.7145994965361
TH,kfashion,45,65,sample_baseline,0,0,search_http_429,youtube_api,10.0,trends_api,52,kf_api,0.0,customs_api,70.37037037037037,50.0,29.166666666666668,74.19354838709677,0.4,0.35,0.25,52.93981481481482,50.0,57.84602747909199,0.1401,8.104228449820788
TH,ktourism,37,65,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,52,kf_api,40000.0,sample_kto,40.909090909090914,50.0,40.0,74.19354838709677,0.4,0.35,0.25,43.86363636363637,11.864406779661017,36.96299517868681,0.056,2.0699277300064614
ID,kpop,86,69,sample_baseline,24851618,69,,youtube_api,13.0,trends_api,31,kf_api,,,94.44444444444444,9.253208982670214,20.0,12.5,0.4,0.35,0.25,46.01640092171235,,25.906560368684943,0.1228,3.1813256132745114
ID,kvideo,68,69,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,31,kf_api,,,88.88888888888889,0.0,16.666666666666664,6.451612903225806,0.4,0.35,0.25,39.72222222222222,,19.759856630824373,0.1287,2.543093548387097
ID,kgame,69,69,sample_baseline,1074138,7,,youtube_api,8.0,trends_api,31,kf_api,,,95.0,35.82102991238648,6.896551724137931,6.451612903225806,0.4,0.35,0.25,52.26149840036975,,24.775567102083386,0.1067,2.6435530097922975
ID,kwebtoon,66,69,sample_baseline,0,0,search_http_429,youtube_api,25.0,trends_api,31,kf_api,,,92.3076923076923,0.0,100.0,6.451612903225806,0.4,0.35,0.25,61.92307692307693,,28.640198511166258,0.0615,1.7613722084367247
ID,kfood,54,69,sample_baseline,1325018,9,,youtube_api,3.0,trends_api,31,kf_api,0.0,customs_api,88.88888888888889,47.506907231205986,10.526315789473683,6.451612903225806,0.4,0.35,0.25,54.81455203384607,50.0,37.898394277736955,0.1677,6.355560720376487
ID,kbeauty,61,69,sample_baseline,0,0,search_http_429,youtube_api,3.0,trends_api,31,kf_api,0.0,customs_api,67.56756756756756,0.0,3.3333333333333335,6.451612903225806,0.4,0.35,0.25,27.86036036036036,50.0,32.50755594303981,0.2165,7.037885861668119
ID,kfashion,44,69,sample_baseline,0,0,search_http_429,youtube_api,9.0,trends_api,31,kf_api,0.0,customs_api,66.66666666666666,50.0,25.0,6.451612903225806,0.4,0.35,0.25,50.416666666666664,50.0,37.01881720430107,0.1401,5.18633629032258
ID,ktourism,41,69,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,31,kf_api,35000.0,sample_kto,59.09090909090909,50.0,20.0,6.451612903225806,0.4,0.35,0.25,46.13636363636364,10.16949152542373,16.247502360952335,0.056,0.9098601322133308
IN,kpop,54,50,sample_baseline,56887466,85,,youtube_api,12.0,trends_api,29,kf_api,,,5.555555555555555,21.18138188799403,17.5,0.0,0.4,0.35,0.25,14.010705883020131,,5.604282353208053,0.1228,0.6882058729739489
IN,kvideo,42,50,sample_baseline,0,0,search_http_429,youtube_api,13.0,trends_api,29,kf_api,,,16.666666666666664,0.0,50.0,0.0,0.4,0.35,0.25,19.166666666666664,,7.666666666666666,0.1287,0.9867
IN,kgame,54,50,sample_baseline,2623142,8,,youtube_api,12.0,trends_api,29,kf_api,,,20.0,87.47818999647838,13.793103448275861,0.0,0.4,0.35,0.25,42.0656423608364,,16.82625694433456,0.1067,1.7953616159604975
IN,kwebtoon,48,50,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,29,kf_api,,,23.076923076923077,0.0,13.043478260869565,0.0,0.4,0.35,0.25,12.491638795986622,,4.9966555183946495,0.0615,0.3072943143812709
IN,kfood,32,50,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,29,kf_api,0.0,customs_api,7.4074074074074066,0.0,5.263157894736842,0.0,0.4,0.35,0.25,4.278752436647173,50.0,25.855750487329434,0.1677,4.336009356725146
IN,kbeauty,42,50,sample_baseline,796423,2,,youtube_api,5.0,trends_api,29,kf_api,0.0,customs_api,16.216216216216218,100.0,10.0,0.0,0.4,0.35,0.25,43.986486486486484,50.0,33.7972972972973,0.2165,7.317114864864865
IN,kfashion,30,50,sample_baseline,0,0,search_http_429,youtube_api,11.0,trends_api,29,kf_api,0.0,customs_api,14.814814814814813,50.0,33.33333333333333,0.0,0.4,0.35,0.25,31.759259259259256,50.0,31.35185185185185,0.1401,4.392394444444444
IN,ktourism,32,50,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,29,kf_api,30000.0,sample_kto,18.181818181818183,50.0,20.0,0.0,0.4,0.35,0.25,29.772727272727273,8.47457627118644,10.191833590138675,0.056,0.5707426810477658
MY,kpop,79,58,sample_baseline,198062818,66,,youtube_api,10.0,trends_api,35,kf_api,,,75.0,73.74637122824662,12.5,31.25,0.4,0.35,0.25,58.93622992988631,,42.32449197195453,0.1228,5.197447614156016
MY,kvideo,65,58,sample_baseline,0,0,search_http_429,youtube_api,25.0,trends_api,35,kf_api,,,80.55555555555556,0.0,100.0,19.35483870967742,0.4,0.35,0.25,57.22222222222222,,34.50179211469534,0.1287,4.440380645161291
MY,kgame,60,58,sample_baseline,473500,2,,youtube_api,26.0,trends_api,35,kf_api,,,50.0,15.79057594416639,37.93103448275862,19.35483870967742,0.4,0.35,0.25,35.00946020114789,,25.616687306265607,0.1067,2.7333005355785405
MY,kwebtoon,58,58,sample_baseline,0,0,search_http_429,youtube_api,17.0,trends_api,35,kf_api,,,61.53846153846154,0.0,65.21739130434783,19.35483870967742,0.4,0.35,0.25,40.919732441471574,,27.980796202395084,0.0615,1.7208189664472977
MY,kfood,52,58,sample_baseline,2789106,6,,youtube_api,20.0,trends_api,35,kf_api,0.0,customs_api,81.48148148148148,100.0,100.0,19.35483870967742,0.4,0.35,0.25,92.5925925925926,50.0,49.32497013142174,0.1677,8.271797491039425
MY,kbeauty,65,58,sample_baseline,434148,1,,youtube_api,12.0,trends_api,35,kf_api,0.0,customs_api,78.37837837837837,54.512237843457555,33.33333333333333,19.35483870967742,0.4,0.35,0.25,58.76396792989482,50.0,42.55924519888219,0.2165,9.214076585557994
MY,kfashion,47,58,sample_baseline,0,0,search_http_429,youtube_api,19.0,trends_api,35,kf_api,0.0,customs_api,77.77777777777779,50.0,66.66666666666666,19.35483870967742,0.4,0.35,0.25,65.27777777777777,50.0,43.86200716845878,0.1401,6.145067204301076
MY,ktourism,39,58,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,35,kf_api,30000.0,sample_kto,50.0,50.0,80.0,19.35483870967742,0.4,0.35,0.25,57.5,8.47457627118644,21.543739748496446,0.056,1.206449425915801
FR,kpop,60,46,sample_baseline,16645629,87,,youtube_api,17.0,trends_api,55,kf_api,,,22.22222222222222,6.197805059815253,30.0,0.0,0.4,0.35,0.25,18.558120659824226,,7.423248263929691,0.1228,0.9115748868105661
FR,kvideo,44,46,sample_baseline,417478,3,,youtube_api,2.0,trends_api,55,kf_api,,,22.22222222222222,36.039814223311865,4.166666666666666,83.87096774193549,0.4,0.35,0.25,22.54449053371471,,59.340376858647176,0.1287,7.637106501707892
FR,kgame,56,46,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,55,kf_api,,,30.0,0.0,1.7241379310344827,83.87096774193549,0.4,0.35,0.25,12.431034482758621,,55.29499443826474,0.1067,5.899975906562847
FR,kwebtoon,50,46,sample_baseline,0,0,search_http_429,youtube_api,16.0,trends_api,55,kf_api,,,30.76923076923077,0.0,60.86956521739131,83.87096774193549,0.4,0.35,0.25,27.525083612040135,,61.33261408997734,0.0615,3.7719557665336065
FR,kfood,39,46,sample_baseline,42047,1,,youtube_api,1.0,trends_api,55,kf_api,0.0,customs_api,33.33333333333333,1.5075439943838636,0.0,83.87096774193549,0.4,0.35,0.25,13.860973731367684,50.0,52.933485068854175,0.1677,8.876945446046845
FR,kbeauty,48,46,sample_baseline,0,0,search_http_429,youtube_api,10.0,trends_api,55,kf_api,0.0,customs_api,32.432432432432435,0.0,26.666666666666668,83.87096774193549,0.4,0.35,0.25,19.639639639639643,50.0,54.089218250508566,0.2165,11.710315751235104
FR,kfashion,35,46,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,55,kf_api,0.0,customs_api,33.33333333333333,50.0,8.333333333333332,83.87096774193549,0.4,0.35,0.25,32.916666666666664,50.0,56.744623655913976,0.1401,7.949921774193548
FR,ktourism,44,46,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,55,kf_api,25000.0,sample_kto,72.72727272727273,50.0,20.0,83.87096774193549,0.4,0.35,0.25,51.59090909090909,6.779661016949152,38.86930264923704,0.056,2.176680948357274
GB,kpop,58,44,sample_baseline,27934510,85,,youtube_api,9.0,trends_api,30,kf_api,,,16.666666666666664,10.401087722275907,10.0,0.0,0.4,0.35,0.25,12.807047369463234,,5.122818947785294,0.1228,0.6290821667880342
GB,kvideo,43,44,sample_baseline,1158380,4,,youtube_api,3.0,trends_api,30,kf_api,,,19.444444444444446,100.0,8.333333333333332,3.225806451612903,0.4,0.35,0.25,44.861111111111114,,19.879928315412187,0.1287,2.5585467741935486
GB,kgame,55,44,sample_baseline,63505,1,,youtube_api,10.0,trends_api,30,kf_api,,,25.0,2.1178046997556215,10.344827586206897,3.225806451612903,0.4,0.35,0.25,13.327438541466192,,7.266459287554219,0.1067,0.7753312059820352
GB,kwebtoon,47,44,sample_baseline,7037,1,,youtube_api,4.0,trends_api,30,kf_api,,,19.230769230769234,11.890037848067045,8.695652173913043,3.225806451612903,0.4,0.35,0.25,14.02773398260942,,7.54657746401151,0.0615,0.4641145140367079
GB,kfood,36,44,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,30,kf_api,0.0,customs_api,22.22222222222222,0.0,15.789473684210526,3.225806451612903,0.4,0.35,0.25,12.836257309941521,50.0,28.534993397472178,0.1677,4.785318392756084
GB,kbeauty,45,44,sample_baseline,129787,2,,youtube_api,32.0,trends_api,30,kf_api,0.0,customs_api,24.324324324324326,16.29623956113774,100.0,3.225806451612903,0.4,0.35,0.25,40.43341357612794,50.0,34.054424650709464,0.2165,7.372782936878599
GB,kfashion,32,44,sample_baseline,0,0,search_http_429,youtube_api,9.0,trends_api,30,kf_api,0.0,customs_api,22.22222222222222,50.0,25.0,3.225806451612903,0.4,0.35,0.25,32.638888888888886,50.0,32.49551971326165,0.1401,4.552622311827958
GB,ktourism,40,44,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,30,kf_api,25000.0,sample_kto,54.54545454545454,50.0,40.0,3.225806451612903,0.4,0.35,0.25,49.31818181818181,6.779661016949152,14.22120880759481,0.056,0.7963876932253093
BR,kpop,76,55,sample_baseline,7090741,65,,youtube_api,45.0,trends_api,40,kf_api,,,66.66666666666666,2.640154388136337,100.0,12.5,0.4,0.35,0.25,52.59072070251438,,28.536288281005753,0.1228,3.5042562009075064
BR,kvideo,52,55,sample_baseline,513769,1,,youtube_api,1.0,trends_api,40,kf_api,,,44.44444444444444,44.352371415252335,0.0,35.483870967741936,0.4,0.35,0.25,33.301107773116094,,34.6107656898916,0.1287,4.454405544289049
BR,kgame,62,55,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,40,kf_api,,,60.0,0.0,0.0,35.483870967741936,0.4,0.35,0.25,24.0,,30.89032258064516,0.1067,3.2959974193548387
BR,kwebtoon,54,55,sample_baseline,0,0,search_http_429,youtube_api,3.0,trends_api,40,kf_api,,,46.15384615384615,0.0,4.3478260869565215,35.483870967741936,0.4,0.35,0.25,19.548494983277592,,29.109720573956196,0.0615,1.790247815298306
BR,kfood,40,55,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,40,kf_api,0.0,customs_api,37.03703703703704,0.0,0.0,35.483870967741936,0.4,0.35,0.25,14.814814814814817,50.0,38.60812425328554,0.1677,6.474582437275984
BR,kbeauty,51,55,sample_baseline,223088,2,,youtube_api,2.0,trends_api,40,kf_api,0.0,customs_api,40.54054054054054,28.011245280460255,0.0,35.483870967741936,0.4,0.35,0.25,26.020152064377307,50.0,40.84919170319804,0.2165,8.843850003742375
BR,kfashion,37,55,sample_baseline,0,0,search_http_429,youtube_api,3.0,trends_api,40,kf_api,0.0,customs_api,40.74074074074074,50.0,0.0,35.483870967741936,0.4,0.35,0.25,33.7962962962963,50.0,42.404420549581836,0.1401,5.940859318996416
BR,ktourism,36,55,sample_baseline,0,0,search_http_429,youtube_api,0.0,trends_api,40,kf_api,15000.0,sample_kto,36.36363636363637,50.0,0.0,35.483870967741936,0.4,0.35,0.25,32.04545454545455,3.389830508474576,18.749167453650777,0.056,1.0499533774044436
AR,kpop,68,43,sample_baseline,8452480,53,,youtube_api,43.0,trends_api,60,kf_api,,,44.44444444444444,3.147181960620847,95.0,6.25,0.4,0.35,0.25,42.629291463995074,,20.80171658559803,0.1228,2.5544507967114383
AR,kvideo,45,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,,,25.0,0.0,0.0,100.0,0.4,0.35,0.25,10.0,,64.0,0.1287,8.2368
AR,kgame,58,43,sample_baseline,0,0,search_http_429,youtube_api,5.0,trends_api,60,kf_api,,,40.0,0.0,1.7241379310344827,100.0,0.4,0.35,0.25,16.43103448275862,,66.57241379310345,0.1067,7.1032765517241385
AR,kwebtoon,50,43,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,60,kf_api,,,30.76923076923077,0.0,8.695652173913043,100.0,0.4,0.35,0.25,14.481605351170568,,65.79264214046823,0.0615,4.0462474916387965
AR,kfood,36,43,sample_baseline,89580,1,,youtube_api,1.0,trends_api,60,kf_api,0.0,customs_api,22.22222222222222,3.2117818397723137,0.0,100.0,0.4,0.35,0.25,10.0130125328092,50.0,57.00260250656184,0.1677,9.559336440350421
AR,kbeauty,44,43,sample_baseline,0,0,search_http_429,youtube_api,3.0,trends_api,60,kf_api,0.0,customs_api,21.62162162162162,0.0,3.3333333333333335,100.0,0.4,0.35,0.25,9.481981981981983,50.0,56.8963963963964,0.2165,12.31806981981982
AR,kfashion,32,43,sample_baseline,0,0,search_http_429,youtube_api,4.0,trends_api,60,kf_api,0.0,customs_api,22.22222222222222,50.0,4.166666666666666,100.0,0.4,0.35,0.25,27.430555555555557,50.0,60.486111111111114,0.1401,8.474104166666667
AR,ktourism,33,43,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,60,kf_api,8000.0,sample_kto,22.727272727272727,50.0,20.0,100.0,0.4,0.35,0.25,31.590909090909093,1.0169491525423728,36.826656394453,0.056,2.0622927580893684
AE,kpop,63,40,sample_baseline,268572968,94,,youtube_api,11.0,trends_api,45,kf_api,,,30.555555555555557,100.0,15.0,0.0,0.4,0.35,0.25,50.97222222222222,,20.38888888888889,0.1228,2.5037555555555557
AE,kvideo,50,40,sample_baseline,0,0,search_http_429,youtube_api,11.0,trends_api,45,kf_api,,,38.88888888888889,0.0,41.66666666666667,51.61290322580645,0.4,0.35,0.25,25.972222222222225,,41.35663082437276,0.1287,5.322598387096774
AE,kgame,52,40,sample_baseline,1278576,3,,youtube_api,15.0,trends_api,45,kf_api,,,10.0,42.63875697653324,18.96551724137931,51.61290322580645,0.4,0.35,0.25,23.664944252131455,,40.43371963633645,0.1067,4.314277885197099
AE,kwebtoon,44,40,sample_baseline,0,0,search_http_429,youtube_api,7.0,trends_api,45,kf_api,,,7.6923076923076925,0.0,21.73913043478261,51.61290322580645,0.4,0.35,0.25,8.511705685618729,,34.37242420973136,0.0615,2.113904088898479
AE,kfood,43,40,sample_baseline,454105,1,,youtube_api,4.0,trends_api,45,kf_api,0.0,customs_api,48.148148148148145,16.281381919511126,15.789473684210526,51.61290322580645,0.4,0.35,0.25,28.905111352140786,50.0,46.264893238170096,0.1677,7.758622596041125
AE,kbeauty,54,40,sample_baseline,0,0,search_http_429,youtube_api,27.0,trends_api,45,kf_api,0.0,customs_api,48.64864864864865,0.0,83.33333333333334,51.61290322580645,0.4,0.35,0.25,40.292792792792795,50.0,48.542429526300495,0.2165,10.509435992444057
AE,kfashion,39,40,sample_baseline,0,0,search_http_429,youtube_api,10.0,trends_api,45,kf_api,0.0,customs_api,48.148148148148145,50.0,29.166666666666668,51.61290322580645,0.4,0.35,0.25,44.050925925925924,50.0,49.29405615292712,0.1401,6.90609726702509
AE,ktourism,35,40,sample_baseline,0,0,search_http_429,youtube_api,2.0,trends_api,45,kf_api,6000.0,sample_kto,31.818181818181817,50.0,40.0,51.61290322580645,0.4,0.35,0.25,40.22727272727273,0.3389830508474576,23.698817038620206,0.056,1.3271337541627315
TR,kpop,66,42,sample_baseline,18064729,22,,youtube_api,6.0,trends_api,40,kf_api,,,38.88888888888889,6.726190329028199,2.5,0.0,0.4,0.35,0.25,18.534722170715426,,7.413888868286171,0.1228,0.9104255530255418
TR,kvideo,49,42,sample_baseline,395731,1,,youtube_api,2.0,trends_api,40,kf_api,,,36.11111111111111,34.162451009167974,4.166666666666666,35.483870967741936,0.4,0.35,0.25,27.4429689643199,,32.26751016637312,0.1287,4.152828558412221
TR,kgame,58,42,sample_baseline,957707,14,,youtube_api,4.0,trends_api,40,kf_api,,,40.0,31.938215661583445,0.0,35.483870967741936,0.4,0.35,0.25,27.178375481554205,,32.161672773266844,0.1067,3.431650484907572
TR,kwebtoon,50,42,sample_baseline,0,0,search_http_429,youtube_api,11.0,trends_api,40,kf_api,,,30.76923076923077,0.0,39.130434782608695,35.483870967741936,0.4,0.35,0.25,22.090301003344482,,30.126442981982954,0.0615,1.8527762433919517
TR,kfood,35,42,sample_baseline,0,0,search_http_429,youtube_api,1.0,trends_api,40,kf_api,0.0,customs_api,18.51851851851852,0.0,0.0,35.483870967741936,0.4,0.35,0.25,7.407407407407408,50.0,37.12664277180406,0.1677,6.22613799283154
